,year_t,exporter_i,importer_j,hscode_k,value_v,quantity_q,hs,product
12173,2017,208,300,30496,0.481,0.052,HS17,meat
12174,2017,208,304,30488,1.946,0.08,HS17,meat
12175,2017,208,304,30496,0.251,0.015,HS17,meat
12176,2017,208,348,30381,24.352,15.2,HS17,meat
12177,2017,208,348,30488,31.652,5.424,HS17,meat
12178,2017,208,352,30282,0.191,0.139,HS17,meat
12179,2017,208,352,30488,4.024,0.196,HS17,meat
12180,2017,208,380,30281,477.279,53.317,HS17,meat
12181,2017,208,380,30282,82.804,8.12,HS17,meat
12182,2017,208,380,30381,8.536,1.424,HS17,meat
12183,2017,208,380,30382,35.892,7.061,HS17,meat
12184,2017,208,380,30447,0.141,0.035,HS17,meat
12185,2017,208,380,30448,56.874,8.547,HS17,meat
12186,2017,208,380,30457,6.195,0.831,HS17,meat
12187,2017,208,380,30488,216.606,26.092,HS17,meat
12188,2017,208,380,30496,8.073,2.102,HS17,meat
12189,2017,208,380,30497,0.055,0.01,HS17,meat
12190,2017,208,428,30488,4.13,0.536,HS17,meat
12191,2017,208,440,30488,4.068,0.48,HS17,meat
12192,2017,208,470,30488,113.075,10.607,HS17,meat
12193,2017,208,528,30281,0.215,0.074,HS17,meat
12194,2017,208,528,30282,9.5,2.836,HS17,meat
12195,2017,208,528,30381,207.381,70.287,HS17,meat
12196,2017,208,528,30382,1.308,0.593,HS17,meat
12197,2017,208,528,30447,2612.787,175.261,HS17,meat
12198,2017,208,528,30456,0.064,0.005,HS17,meat
12199,2017,208,528,30488,43.843,5.091,HS17,meat
12200,2017,208,579,30281,0.097,0.006,HS17,meat
12201,2017,208,579,30456,8.499,2.069,HS17,meat
12202,2017,208,579,30488,25.112,2.183,HS17,meat
12203,2017,208,616,30382,0.026,0.106,HS17,meat
12204,2017,208,616,30488,5.527,2.588,HS17,meat
12205,2017,208,620,30382,23.672,9.001,HS17,meat
12206,2017,208,620,30488,4.28,0.408,HS17,meat
12207,2017,208,642,30281,0.344,0.144,HS17,meat
12208,2017,208,642,30488,7.494,0.827,HS17,meat
12209,2017,208,703,30381,5.219,3,HS17,meat
12210,2017,208,705,30488,29.711,3.342,HS17,meat
12211,2017,208,724,30281,5.935,0.913,HS17,meat
12212,2017,208,724,30282,2.048,0.314,HS17,meat
12213,2017,208,724,30381,20.995,1.726,HS17,meat
12214,2017,208,724,30382,0.183,0.038,HS17,meat
12215,2017,208,724,30448,0.611,0.122,HS17,meat
12216,2017,208,724,30457,0.107,0.02,HS17,meat
12217,2017,208,752,30281,0.034,0.017,HS17,meat
12218,2017,208,752,30282,2.293,0.416,HS17,meat
12219,2017,208,752,30448,4.688,1,HS17,meat
12220,2017,208,752,30456,2.207,0.358,HS17,meat
12221,2017,208,752,30488,0.757,0.112,HS17,meat
12222,2017,208,752,30497,3.829,0.72,HS17,meat
12223,2017,208,757,30281,0.214,0.005,HS17,meat
12224,2017,208,757,30456,4.365,0.151,HS17,meat
12225,2017,208,757,30488,5.314,0.6,HS17,meat
12226,2017,208,804,30488,0.931,0.096,HS17,meat
12227,2017,208,826,30281,117.758,81.341,HS17,meat
12228,2017,208,826,30282,327.245,116.804,HS17,meat
12229,2017,208,826,30381,0.271,0.1,HS17,meat
12230,2017,208,826,30382,42.252,10.888,HS17,meat
12231,2017,208,826,30488,5.656,0.592,HS17,meat
12232,2017,218,604,30281,2823.222,1272.25,HS17,meat
12233,2017,218,604,30282,60.644,86.55,HS17,meat
12234,2017,218,620,30381,70.363,60.9,HS17,meat
12235,2017,218,724,30381,528.231,369.609,HS17,meat
12236,2017,222,490,30381,849.472,354.371,HS17,meat
12237,2017,233,208,30448,0.26,0.152,HS17,meat
12238,2017,233,246,30447,3.348,0.504,HS17,meat
12239,2017,233,246,30497,3.79,0.818,HS17,meat
12240,2017,233,528,30281,0.022,0.004,HS17,meat
12241,2017,233,528,30282,0.036,0.009,HS17,meat
12242,2017,233,528,30381,0.042,0.016,HS17,meat
12243,2017,233,528,30382,0.068,0.032,HS17,meat
12244,2017,233,528,30447,0.861,0.078,HS17,meat
12245,2017,238,724,30382,467.037,160.892,HS17,meat
12246,2017,242,490,30381,79.827,126.869,HS17,meat
12247,2017,246,233,30447,1.572,0.105,HS17,meat
12248,2017,246,233,30497,4.483,8.538,HS17,meat
12249,2017,246,528,30281,0.021,0.004,HS17,meat
12250,2017,246,528,30282,0.001,           NA,HS17,meat
12251,2017,246,528,30381,0.145,0.074,HS17,meat
12252,2017,246,528,30382,0.064,0.029,HS17,meat
12253,2017,251,12,30448,0.069,0.006,HS17,meat
12254,2017,251,40,30281,2.403,0.298,HS17,meat
12255,2017,251,40,30282,15.821,1.129,HS17,meat
12256,2017,251,40,30381,2.27,0.241,HS17,meat
12257,2017,251,40,30448,15.044,0.742,HS17,meat
12258,2017,251,56,30281,55.58,9.775,HS17,meat
12259,2017,251,56,30282,281.106,42.343,HS17,meat
12260,2017,251,56,30381,2.652,1.209,HS17,meat
12261,2017,251,56,30382,49.396,6.782,HS17,meat
12262,2017,251,56,30447,11.782,7.449,HS17,meat
12263,2017,251,56,30456,0.382,0.029,HS17,meat
12264,2017,251,56,30457,0.349,0.059,HS17,meat
12265,2017,251,56,30488,68.845,14.422,HS17,meat
12266,2017,251,56,30496,98.76,9.13,HS17,meat
12267,2017,251,112,30381,0.289,0.225,HS17,meat
12268,2017,251,191,30282,0.088,0.011,HS17,meat
12269,2017,251,196,30381,13.218,4.549,HS17,meat
12270,2017,251,203,30281,4.034,0.608,HS17,meat
12271,2017,251,203,30282,1.195,0.131,HS17,meat
12272,2017,251,208,30281,2.885,0.505,HS17,meat
12273,2017,251,208,30381,4.271,1.396,HS17,meat
12274,2017,251,208,30488,3.321,1.2,HS17,meat
12275,2017,251,233,30282,0.092,0.008,HS17,meat
12276,2017,251,233,30447,0.179,0.02,HS17,meat
12277,2017,251,268,30281,0.244,0.016,HS17,meat
12278,2017,251,276,30281,3.619,0.519,HS17,meat
12279,2017,251,276,30282,106.91,8.888,HS17,meat
12280,2017,251,276,30382,3.391,0.263,HS17,meat
12281,2017,251,276,30447,0.141,12.922,HS17,meat
12282,2017,251,276,30448,0.503,0.05,HS17,meat
12283,2017,251,276,30457,1.046,0.216,HS17,meat
12284,2017,251,276,30488,0.194,0.017,HS17,meat
12285,2017,251,348,30281,1.195,0.231,HS17,meat
12286,2017,251,348,30282,0.366,0.027,HS17,meat
12287,2017,251,372,30281,0.725,0.099,HS17,meat
12288,2017,251,372,30282,1.3,1.108,HS17,meat
12289,2017,251,380,30281,5011.981,968.635,HS17,meat
12290,2017,251,380,30282,425.158,60.665,HS17,meat
12291,2017,251,380,30381,267.474,59.368,HS17,meat
12292,2017,251,380,30382,1.658,0.207,HS17,meat
12293,2017,251,380,30447,1.837,0.356,HS17,meat
12294,2017,251,380,30448,20.187,2.437,HS17,meat
12295,2017,251,380,30456,0.406,0.056,HS17,meat
12296,2017,251,380,30457,122.334,15.001,HS17,meat
12297,2017,251,380,30488,56.819,7.879,HS17,meat
12298,2017,251,380,30496,11.224,1.281,HS17,meat
12299,2017,251,380,30497,0.04,0.006,HS17,meat
12300,2017,251,398,30282,0.573,0.034,HS17,meat
12301,2017,251,428,30281,0.026,0.006,HS17,meat
12302,2017,251,428,30282,3.683,0.315,HS17,meat
12303,2017,251,428,30447,0.236,0.029,HS17,meat
12304,2017,251,442,30281,6.051,1.209,HS17,meat
12305,2017,251,442,30282,62.884,20.139,HS17,meat
12306,2017,251,442,30381,1.384,0.336,HS17,meat
12307,2017,251,442,30382,2.974,0.314,HS17,meat
12308,2017,251,442,30447,2.062,0.114,HS17,meat
12309,2017,251,442,30448,0.739,0.097,HS17,meat
12310,2017,251,442,30488,1.019,0.161,HS17,meat
12311,2017,251,458,30282,0.157,0.034,HS17,meat
12312,2017,251,458,30381,0.099,0.003,HS17,meat
12313,2017,251,480,30282,0.231,0.023,HS17,meat
12314,2017,251,528,30281,914.106,140.145,HS17,meat
12315,2017,251,528,30282,151.259,42.417,HS17,meat
12316,2017,251,528,30381,0.02,0.004,HS17,meat
12317,2017,251,528,30382,329.413,168.269,HS17,meat
12318,2017,251,528,30447,2.269,0.303,HS17,meat
12319,2017,251,528,30488,2.338,0.73,HS17,meat
12320,2017,251,616,30282,0.442,0.04,HS17,meat
12321,2017,251,616,30447,0.227,0.022,HS17,meat
12322,2017,251,620,30281,6.545,1.594,HS17,meat
12323,2017,251,620,30282,0.587,0.143,HS17,meat
12324,2017,251,620,30381,7.077,2.41,HS17,meat
12325,2017,251,620,30448,0.186,0.062,HS17,meat
12326,2017,251,642,30281,0.756,0.1,HS17,meat
12327,2017,251,642,30282,0.714,0.075,HS17,meat
12328,2017,251,642,30381,0.185,0.029,HS17,meat
12329,2017,251,642,30382,0.033,0.005,HS17,meat
12330,2017,251,652,30448,2.271,0.38,HS17,meat
12331,2017,251,688,30281,0.176,0.02,HS17,meat
12332,2017,251,703,30281,1.387,0.152,HS17,meat
12333,2017,251,705,30281,0.117,0.018,HS17,meat
12334,2017,251,705,30381,0.05,0.006,HS17,meat
12335,2017,251,705,30447,0.173,0.018,HS17,meat
12336,2017,251,705,30488,0.333,0.108,HS17,meat
12337,2017,251,724,30281,253.29,69.06,HS17,meat
12338,2017,251,724,30282,197.535,44.754,HS17,meat
12339,2017,251,724,30381,53.46,11.21,HS17,meat
12340,2017,251,724,30382,2.069,0.119,HS17,meat
12341,2017,251,757,30282,6.62,0.367,HS17,meat
12342,2017,251,757,30488,3.625,0.715,HS17,meat
12343,2017,251,764,30282,0.448,0.031,HS17,meat
12344,2017,251,764,30448,12.995,0.844,HS17,meat
12345,2017,251,804,30282,0.43,0.048,HS17,meat
12346,2017,251,826,30281,3.515,1.891,HS17,meat
12347,2017,251,826,30282,0.316,0.046,HS17,meat
12348,2017,251,826,30381,2.103,0.344,HS17,meat
12349,2017,251,826,30457,3.929,0.542,HS17,meat
12350,2017,251,826,30496,0.004,0.001,HS17,meat
12351,2017,258,490,30381,1.792,2.39,HS17,meat
12352,2017,258,490,30496,0.219,0.33,HS17,meat
12353,2017,260,251,30382,1.24,0.523,HS17,meat
12354,2017,268,792,30381,6.347,3.967,HS17,meat
12355,2017,276,40,30281,0.191,0.017,HS17,meat
12356,2017,276,40,30282,0.672,0.049,HS17,meat
12357,2017,276,40,30381,1.187,0.235,HS17,meat
12358,2017,276,40,30382,0.544,0.09,HS17,meat
12359,2017,276,40,30447,32.261,2.316,HS17,meat
12360,2017,276,40,30488,27.133,6.783,HS17,meat
12361,2017,276,40,30496,3.012,2.578,HS17,meat
12362,2017,276,56,30381,0.258,0.064,HS17,meat
12363,2017,276,56,30447,74.531,14.895,HS17,meat
12364,2017,276,56,30488,23.974,4.206,HS17,meat
12365,2017,276,56,30496,20.369,2.58,HS17,meat
12366,2017,276,152,30382,0.294,0.05,HS17,meat
12367,2017,276,170,30382,0.176,0.03,HS17,meat
12368,2017,276,203,30282,0.651,0.035,HS17,meat
12369,2017,276,203,30447,171.139,12.351,HS17,meat
12370,2017,276,203,30488,0.939,0.118,HS17,meat
12371,2017,276,208,30281,0.374,0.375,HS17,meat
12372,2017,276,208,30282,0.157,0.137,HS17,meat
12373,2017,276,208,30381,37.076,8.646,HS17,meat
12374,2017,276,208,30447,1.939,0.486,HS17,meat
12375,2017,276,208,30488,37.663,6.445,HS17,meat
12376,2017,276,208,30496,39.785,4.077,HS17,meat
12377,2017,276,233,30282,0.747,0.035,HS17,meat
12378,2017,276,233,30457,0.906,0.045,HS17,meat
12379,2017,276,233,30488,0.538,0.17,HS17,meat
12380,2017,276,251,30282,0.172,0.019,HS17,meat
12381,2017,276,251,30447,1.765,0.15,HS17,meat
12382,2017,276,251,30497,53.107,4.705,HS17,meat
12383,2017,276,300,30382,4.328,0.72,HS17,meat
12384,2017,276,300,30488,0.892,0.243,HS17,meat
12385,2017,276,428,30457,0.053,0.003,HS17,meat
12386,2017,276,440,30382,1.275,0.296,HS17,meat
12387,2017,276,440,30488,1.19,0.073,HS17,meat
12388,2017,276,442,30496,3.71,0.188,HS17,meat
12389,2017,276,462,30456,0.574,0.025,HS17,meat
12390,2017,276,528,30281,23.363,4.057,HS17,meat
12391,2017,276,528,30282,36.527,18.937,HS17,meat
12392,2017,276,528,30381,0.117,0.029,HS17,meat
12393,2017,276,528,30382,28.976,11.4,HS17,meat
12394,2017,276,528,30447,493.332,40.255,HS17,meat
12395,2017,276,528,30456,2.298,0.6,HS17,meat
12396,2017,276,528,30488,138.463,29.267,HS17,meat
12397,2017,276,528,30496,5.875,0.5,HS17,meat
12398,2017,276,616,30282,2.107,0.162,HS17,meat
12399,2017,276,616,30381,104.352,14.17,HS17,meat
12400,2017,276,616,30488,112.505,17.978,HS17,meat
12401,2017,276,616,30496,40.544,6.012,HS17,meat
12402,2017,276,702,30382,0.117,0.02,HS17,meat
12403,2017,276,703,30488,1.105,0.254,HS17,meat
12404,2017,276,710,30382,0.352,0.06,HS17,meat
12405,2017,276,724,30281,0.298,1,HS17,meat
12406,2017,276,724,30488,0.147,0.017,HS17,meat
12407,2017,276,752,30488,8.779,1.219,HS17,meat
12408,2017,276,757,30381,5.995,1.62,HS17,meat
12409,2017,276,757,30488,0.096,0.025,HS17,meat
12410,2017,276,757,30496,0.987,0.27,HS17,meat
12411,2017,276,842,30382,0.47,0.08,HS17,meat
12412,2017,288,490,30381,10.141,19.303,HS17,meat
12413,2017,288,858,30381,42.239,55.757,HS17,meat
12414,2017,300,40,30281,0.045,0.003,HS17,meat
12415,2017,300,40,30381,0.105,0.03,HS17,meat
12416,2017,300,40,30447,0.186,0.012,HS17,meat
12417,2017,300,40,30496,23.023,1.353,HS17,meat
12418,2017,300,56,30281,0.362,0.1,HS17,meat
12419,2017,300,100,30281,6.847,2.345,HS17,meat
12420,2017,300,100,30282,1.118,0.215,HS17,meat
12421,2017,300,100,30381,17.883,5.837,HS17,meat
12422,2017,300,100,30382,6.279,1.5,HS17,meat
12423,2017,300,100,30448,9.077,2.127,HS17,meat
12424,2017,300,100,30456,8.101,1.6,HS17,meat
12425,2017,300,100,30488,9.089,1.982,HS17,meat
12426,2017,300,100,30496,0.032,0.01,HS17,meat
12427,2017,300,124,30282,3.98,0.54,HS17,meat
12428,2017,300,196,30381,26.243,10.936,HS17,meat
12429,2017,300,196,30488,2.048,0.765,HS17,meat
12430,2017,300,251,30447,2.069,0.195,HS17,meat
12431,2017,300,276,30281,6.807,1.668,HS17,meat
12432,2017,300,276,30282,5.344,0.48,HS17,meat
12433,2017,300,276,30381,5.508,1.535,HS17,meat
12434,2017,300,276,30488,0.167,0.05,HS17,meat
12435,2017,300,380,30281,11.25,1.019,HS17,meat
12436,2017,300,380,30282,7.176,1.186,HS17,meat
12437,2017,300,380,30381,0.35,0.087,HS17,meat
12438,2017,300,380,30382,159.974,13.49,HS17,meat
12439,2017,300,380,30456,12.256,2.125,HS17,meat
12440,2017,300,380,30457,1.099,0.256,HS17,meat
12441,2017,300,528,30281,0.084,0.015,HS17,meat
12442,2017,300,528,30382,0.328,0.153,HS17,meat
12443,2017,300,642,30281,1.77,0.686,HS17,meat
12444,2017,300,642,30381,75.235,11.205,HS17,meat
12445,2017,300,642,30382,0.441,0.06,HS17,meat
12446,2017,300,642,30488,0.765,0.281,HS17,meat
12447,2017,300,642,30496,1.429,0.525,HS17,meat
12448,2017,300,702,30381,10.747,0.715,HS17,meat
12449,2017,300,724,30381,0.475,0.28,HS17,meat
12450,2017,300,724,30447,8.913,3.894,HS17,meat
12451,2017,300,724,30488,2.873,1.28,HS17,meat
12452,2017,300,807,30281,0.818,0.111,HS17,meat
12453,2017,304,208,30381,1.879,0.89,HS17,meat
12454,2017,304,352,30381,4.168,5.427,HS17,meat
12455,2017,308,251,30281,0.081,0.03,HS17,meat
12456,2017,324,410,30382,58.164,29.856,HS17,meat
12457,2017,328,124,30281,23.799,4.97,HS17,meat
12458,2017,328,156,30381,21.205,16.848,HS17,meat
12459,2017,328,251,30381,15.204,5.05,HS17,meat
12460,2017,328,528,30381,6.717,2.92,HS17,meat
12461,2017,344,842,30381,21.568,10.092,HS17,meat
12462,2017,348,40,30381,2.23,0.602,HS17,meat
12463,2017,348,528,30281,0.01,0.002,HS17,meat
12464,2017,348,528,30381,0.032,0.016,HS17,meat
12465,2017,348,528,30382,0.043,0.02,HS17,meat
12466,2017,348,703,30381,0.047,0.01,HS17,meat
12467,2017,348,703,30496,4.765,1.5,HS17,meat
12468,2017,352,12,30382,22.413,6.235,HS17,meat
12469,2017,352,40,30447,127.595,6.538,HS17,meat
12470,2017,352,56,30382,90.901,17.16,HS17,meat
12471,2017,352,156,30382,19.283,27.667,HS17,meat
12472,2017,352,208,30282,0.664,0.19,HS17,meat
12473,2017,352,251,30281,0.758,0.885,HS17,meat
12474,2017,352,251,30282,0.066,0.02,HS17,meat
12475,2017,352,251,30381,1.206,0.973,HS17,meat
12476,2017,352,251,30382,204.592,63.268,HS17,meat
12477,2017,352,251,30447,0.2,0.008,HS17,meat
12478,2017,352,251,30488,155.185,46.825,HS17,meat
12479,2017,352,251,30497,9.524,2.64,HS17,meat
12480,2017,352,276,30282,0.159,0.233,HS17,meat
12481,2017,352,528,30281,0.282,0.747,HS17,meat
12482,2017,352,528,30488,16.45,5.37,HS17,meat
12483,2017,352,558,30382,2.024,1.17,HS17,meat
12484,2017,352,566,30382,2.788,0.842,HS17,meat
12485,2017,352,724,30382,7.149,12.584,HS17,meat
12486,2017,352,752,30381,1.466,0.761,HS17,meat
12487,2017,352,752,30382,16.158,2.64,HS17,meat
12488,2017,352,752,30488,3.399,0.54,HS17,meat
12489,2017,352,826,30282,6.543,5.105,HS17,meat
12490,2017,352,842,30382,0.171,0.01,HS17,meat
12491,2017,360,36,30497,169.516,17.635,HS17,meat
12492,2017,360,40,30447,5.356,0.228,HS17,meat
12493,2017,360,40,30488,0.213,0.025,HS17,meat
12494,2017,360,40,30496,6.853,0.819,HS17,meat
12495,2017,360,56,30488,0.007,0.001,HS17,meat
12496,2017,360,144,30381,63.62,43.566,HS17,meat
12497,2017,360,156,30282,1.8,0.6,HS17,meat
12498,2017,360,156,30381,2658.916,2313.314,HS17,meat
12499,2017,360,156,30382,40.101,52,HS17,meat
12500,2017,360,208,30488,89.378,14.936,HS17,meat
12501,2017,360,251,30488,65.664,7.51,HS17,meat
12502,2017,360,276,30447,14.72,5,HS17,meat
12503,2017,360,276,30488,45.704,12.348,HS17,meat
12504,2017,360,344,30282,5.043,1.576,HS17,meat
12505,2017,360,344,30381,699.818,120.366,HS17,meat
12506,2017,360,392,30381,100.723,4.847,HS17,meat
12507,2017,360,392,30382,45.311,10.605,HS17,meat
12508,2017,360,392,30488,143.826,13.508,HS17,meat
12509,2017,360,392,30497,1398.211,165.021,HS17,meat
12510,2017,360,410,30381,0.653,0.189,HS17,meat
12511,2017,360,410,30382,247.842,97.997,HS17,meat
12512,2017,360,458,30281,4.963,4.593,HS17,meat
12513,2017,360,458,30282,1542.124,1120.295,HS17,meat
12514,2017,360,458,30381,2.413,0.811,HS17,meat
12515,2017,360,458,30382,583.425,170.28,HS17,meat
12516,2017,360,458,30496,1.264,0.4,HS17,meat
12517,2017,360,458,30497,9.776,4.105,HS17,meat
12518,2017,360,480,30381,89.456,29.759,HS17,meat
12519,2017,360,490,30381,1439.75,1502.208,HS17,meat
12520,2017,360,490,30496,21,24,HS17,meat
12521,2017,360,490,30497,34.937,21.234,HS17,meat
12522,2017,360,516,30496,160.456,26,HS17,meat
12523,2017,360,702,30282,31.659,17.582,HS17,meat
12524,2017,360,702,30381,218.906,63.587,HS17,meat
12525,2017,360,702,30382,177.553,58.339,HS17,meat
12526,2017,360,704,30381,366.117,325.391,HS17,meat
12527,2017,360,704,30382,131.58,19.462,HS17,meat
12528,2017,360,710,30496,66.6,81,HS17,meat
12529,2017,360,764,30281,7.2,6,HS17,meat
12530,2017,360,764,30381,1269.265,1119.641,HS17,meat
12531,2017,360,764,30382,56.619,61.507,HS17,meat
12532,2017,360,764,30496,291.087,28.197,HS17,meat
12533,2017,360,842,30496,878.808,94.232,HS17,meat
12534,2017,360,842,30497,106.327,5.453,HS17,meat
12535,2017,364,764,30381,56.729,68.086,HS17,meat
12536,2017,372,56,30281,0.026,0.059,HS17,meat
12537,2017,372,56,30282,534.508,220.692,HS17,meat
12538,2017,372,56,30382,172.664,44.538,HS17,meat
12539,2017,372,124,30281,54.775,8.108,HS17,meat
12540,2017,372,251,30281,0.432,0.369,HS17,meat
12541,2017,372,251,30282,630.935,247.11,HS17,meat
12542,2017,372,251,30448,0.35,0.048,HS17,meat
12543,2017,372,344,30281,72.083,9.931,HS17,meat
12544,2017,372,380,30381,97.692,5.793,HS17,meat
12545,2017,372,528,30281,0.156,0.027,HS17,meat
12546,2017,372,528,30282,0.007,0.002,HS17,meat
12547,2017,372,528,30382,0.622,0.286,HS17,meat
12548,2017,372,579,30447,0.023,0.004,HS17,meat
12549,2017,372,724,30281,0.024,0.039,HS17,meat
12550,2017,372,724,30282,135.51,34.274,HS17,meat
12551,2017,372,724,30382,74.8,27.957,HS17,meat
12552,2017,372,784,30281,136.889,18.854,HS17,meat
12553,2017,372,826,30281,0.648,0.318,HS17,meat
12554,2017,372,826,30282,24.452,15.791,HS17,meat
12555,2017,372,826,30381,5.635,11.757,HS17,meat
12556,2017,372,826,30382,279.393,107.056,HS17,meat
12557,2017,372,826,30497,15.368,4.907,HS17,meat
12558,2017,380,8,30381,2.282,0.832,HS17,meat
12559,2017,380,40,30281,4.533,0.703,HS17,meat
12560,2017,380,40,30282,0.203,0.029,HS17,meat
12561,2017,380,40,30381,0.921,0.121,HS17,meat
12562,2017,380,40,30457,0.39,0.039,HS17,meat
12563,2017,380,40,30488,0.383,0.088,HS17,meat
12564,2017,380,40,30496,1.91,0.673,HS17,meat
12565,2017,380,56,30381,21.097,1.721,HS17,meat
12566,2017,380,100,30281,0.497,0.21,HS17,meat
12567,2017,380,100,30488,0.836,0.288,HS17,meat
12568,2017,380,191,30281,4.127,0.536,HS17,meat
12569,2017,380,191,30282,0.041,0.007,HS17,meat
12570,2017,380,191,30381,1.441,0.7,HS17,meat
12571,2017,380,191,30447,74.232,31.946,HS17,meat
12572,2017,380,191,30448,0.785,0.072,HS17,meat
12573,2017,380,191,30457,0.152,0.023,HS17,meat
12574,2017,380,191,30488,3.438,0.875,HS17,meat
12575,2017,380,191,30496,1.115,0.652,HS17,meat
12576,2017,380,196,30488,10.706,2.053,HS17,meat
12577,2017,380,203,30281,0.258,0.141,HS17,meat
12578,2017,380,203,30381,1.688,0.53,HS17,meat
12579,2017,380,203,30457,1.963,0.216,HS17,meat
12580,2017,380,203,30497,0.069,0.008,HS17,meat
12581,2017,380,208,30281,3.052,0.728,HS17,meat
12582,2017,380,208,30382,0.347,0.085,HS17,meat
12583,2017,380,208,30488,20.446,2.728,HS17,meat
12584,2017,380,208,30496,36.65,4.963,HS17,meat
12585,2017,380,233,30381,0.068,0.013,HS17,meat
12586,2017,380,251,30281,13.017,1.996,HS17,meat
12587,2017,380,251,30282,0.479,0.081,HS17,meat
12588,2017,380,251,30381,0.833,0.133,HS17,meat
12589,2017,380,251,30382,3.104,0.501,HS17,meat
12590,2017,380,251,30447,0.107,0.012,HS17,meat
12591,2017,380,251,30456,0.226,0.022,HS17,meat
12592,2017,380,251,30488,0.223,0.03,HS17,meat
12593,2017,380,251,30496,0.016,0.002,HS17,meat
12594,2017,380,276,30281,1.33,0.16,HS17,meat
12595,2017,380,276,30282,0.488,0.044,HS17,meat
12596,2017,380,276,30381,2.245,0.443,HS17,meat
12597,2017,380,276,30447,8.679,1.556,HS17,meat
12598,2017,380,276,30456,7.211,0.261,HS17,meat
12599,2017,380,276,30457,0.216,0.018,HS17,meat
12600,2017,380,300,30381,40.266,17.434,HS17,meat
12601,2017,380,300,30382,3.944,0.97,HS17,meat
12602,2017,380,300,30496,4.622,3.005,HS17,meat
12603,2017,380,348,30281,30.466,3.611,HS17,meat
12604,2017,380,348,30381,0.834,0.118,HS17,meat
12605,2017,380,348,30447,9.151,0.481,HS17,meat
12606,2017,380,348,30488,0.251,0.033,HS17,meat
12607,2017,380,442,30381,0.65,0.228,HS17,meat
12608,2017,380,470,30381,59.343,9.53,HS17,meat
12609,2017,380,499,30488,2.684,0.864,HS17,meat
12610,2017,380,528,30281,0.347,0.027,HS17,meat
12611,2017,380,528,30282,0.026,0.013,HS17,meat
12612,2017,380,528,30381,5.563,2.4,HS17,meat
12613,2017,380,528,30382,1.731,0.781,HS17,meat
12614,2017,380,528,30488,0.134,0.046,HS17,meat
12615,2017,380,566,30381,1.168,0.4,HS17,meat
12616,2017,380,616,30281,14.897,1.795,HS17,meat
12617,2017,380,616,30456,0.01,0.002,HS17,meat
12618,2017,380,616,30488,0.697,0.055,HS17,meat
12619,2017,380,620,30447,520.289,78.174,HS17,meat
12620,2017,380,642,30281,8.835,2.558,HS17,meat
12621,2017,380,642,30282,0.405,0.066,HS17,meat
12622,2017,380,642,30381,5.414,0.616,HS17,meat
12623,2017,380,642,30447,0.025,0.001,HS17,meat
12624,2017,380,642,30456,0.139,0.029,HS17,meat
12625,2017,380,642,30496,0.323,0.096,HS17,meat
12626,2017,380,703,30281,0.021,0.002,HS17,meat
12627,2017,380,703,30381,24.534,6.122,HS17,meat
12628,2017,380,705,30281,13.783,3.068,HS17,meat
12629,2017,380,705,30282,1.791,0.549,HS17,meat
12630,2017,380,705,30381,1.28,0.574,HS17,meat
12631,2017,380,705,30382,0.559,0.058,HS17,meat
12632,2017,380,705,30447,0.132,0.038,HS17,meat
12633,2017,380,705,30488,0.07,0.016,HS17,meat
12634,2017,380,705,30496,10.091,2.736,HS17,meat
12635,2017,380,705,30497,0.141,0.023,HS17,meat
12636,2017,380,724,30281,16.115,2.626,HS17,meat
12637,2017,380,724,30282,0.026,0.043,HS17,meat
12638,2017,380,724,30381,33.172,10.639,HS17,meat
12639,2017,380,724,30448,0.017,0.03,HS17,meat
12640,2017,380,724,30488,8.354,2.906,HS17,meat
12641,2017,380,757,30381,0.297,0.085,HS17,meat
12642,2017,380,757,30496,2.665,0.22,HS17,meat
12643,2017,380,826,30381,0.399,0.119,HS17,meat
12644,2017,384,40,30496,3.732,0.736,HS17,meat
12645,2017,392,76,30381,133.093,67.002,HS17,meat
12646,2017,392,124,30281,0.008,0.005,HS17,meat
12647,2017,392,124,30381,3.701,0.376,HS17,meat
12648,2017,392,144,30381,62.077,50,HS17,meat
12649,2017,392,156,30381,238.841,27.719,HS17,meat
12650,2017,392,156,30382,329.31,191.04,HS17,meat
12651,2017,392,170,30381,40.29,24.587,HS17,meat
12652,2017,392,344,30381,184.569,103.775,HS17,meat
12653,2017,392,360,30282,35.061,0.786,HS17,meat
12654,2017,392,360,30381,47.543,20.207,HS17,meat
12655,2017,392,410,30282,6649.245,1356.592,HS17,meat
12656,2017,392,410,30381,170.132,70.267,HS17,meat
12657,2017,392,410,30382,86.17,43.556,HS17,meat
12658,2017,392,410,30447,0.134,0.02,HS17,meat
12659,2017,392,410,30488,534.488,119.165,HS17,meat
12660,2017,392,442,30382,0.872,0.06,HS17,meat
12661,2017,392,442,30488,0.274,0.009,HS17,meat
12662,2017,392,458,30282,0.434,0.149,HS17,meat
12663,2017,392,458,30381,264.798,33.996,HS17,meat
12664,2017,392,458,30382,1.635,0.522,HS17,meat
12665,2017,392,484,30496,171.477,96,HS17,meat
12666,2017,392,490,30381,669.501,782.657,HS17,meat
12667,2017,392,490,30457,3.321,0.238,HS17,meat
12668,2017,392,490,30496,41.573,46.401,HS17,meat
12669,2017,392,504,30381,108.473,75.013,HS17,meat
12670,2017,392,579,30488,3.926,0.208,HS17,meat
12671,2017,392,591,30381,13.136,19.13,HS17,meat
